station_cd,station_g_cd,station_name,station_name_k,station_name_r,line_cd,pref_cd,post,address,lon,lat,open_ymd,close_ymd,e_status,e_sort
1141121,1141121,落合川,,,11411,21,508-0006,中津川市落合,137.530034,35.525116,0000-00-00,0000-00-00,0,1141121
1141122,1141122,坂下,,,11411,21,509-9232,中津川市坂下,137.531094,35.574218,0000-00-00,0000-00-00,0,1141122
1141123,1141123,田立,,,11411,20,399-5303,木曽郡南木曽町大字田立,137.54893,35.588281,0000-00-00,0000-00-00,0,1141123
1141124,1141124,南木曽,,,11411,20,399-5301,木曽郡南木曽町大字読書,137.608672,35.598896,0000-00-00,0000-00-00,0,1141124
1141125,1141125,十二兼,,,11411,20,399-5301,木曽郡南木曽町大字読書,137.617569,35.645418,0000-00-00,0000-00-00,0,1141125
1141126,1141126,野尻,,,11411,20,399-5504,木曽郡大桑村大字野尻,137.636152,35.673042,0000-00-00,0000-00-00,0,1141126
1141127,1141127,大桑,,,11411,20,399-5503,木曽郡大桑村長野,137.664224,35.684477,0000-00-00,0000-00-00,0,1141127
1141128,1141128,須原,,,11411,20,399-5502,木曽郡大桑村字須原,137.694844,35.69769,0000-00-00,0000-00-00,0,1141128
1141129,1141129,倉本,,,11411,20,399-5608,木曽郡上松町大字荻原,137.714338,35.732939,0000-00-00,0000-00-00,0,1141129
1141130,1141130,上松,,,11411,20,399-5603,木曽郡上松町駅前通り,137.693283,35.784068,0000-00-00,0000-00-00,0,1141130
1141131,1141131,木曽福島,,,11411,20,397-0001,木曽郡木曽町福島２０３２,137.69343,35.843669,0000-00-00,0000-00-00,0,1141131
1141132,1141132,原野,,,11411,20,399-6101,木曽郡木曽町日義,137.741536,35.871245,0000-00-00,0000-00-00,0,1141132
1141133,1141133,宮ノ越,,,11411,20,399-6101,木曽郡木曽町日義,137.763794,35.888337,0000-00-00,0000-00-00,0,1141133
1141134,1141134,藪原,,,11411,20,399-6201,木曽郡木祖村薮原,137.784368,35.930152,0000-00-00,0000-00-00,0,1141134
1141135,1141135,奈良井,,,11411,20,399-6303,塩尻市奈良井,137.816195,35.969476,0000-00-00,0000-00-00,0,1141135
1141136,1141136,木曽平沢,,,11411,20,399-6302,塩尻市木曽平沢,137.832613,35.979108,0000-00-00,0000-00-00,0,1141136
1141137,1141137,贄川,,,11411,20,399-6301,塩尻市贄川,137.86091,36.014008,0000-00-00,0000-00-00,0,1141137
1141138,1141138,日出塩,,,11411,20,399-6461,塩尻市大字宗賀字日出塩,137.894804,36.049004,0000-00-00,0000-00-00,0,1141138
1141139,1141139,洗馬,,,11411,20,399-6461,塩尻市大字宗賀,137.916842,36.087164,0000-00-00,0000-00-00,0,1141139
1141140,1131153,塩尻,,,11411,20,399-0737,塩尻市大門八番町９-１,137.947961,36.114364,0000-00-00,0000-00-00,0,1141140
1141201,1131153,塩尻,,,11412,20,399-0737,塩尻市大門八番町９-１,137.947961,36.114364,0000-00-00,0000-00-00,0,1141201
1141202,1141202,広丘,,,11412,20,399-0702,塩尻市大字広丘野村,137.949578,36.148032,0000-00-00,0000-00-00,0,1141202
1141203,1141203,村井,,,11412,20,399-0036,長野県松本市村井町南一丁目36-14,137.956007,36.174226,0000-00-00,0000-00-00,0,1141203
1141215,1141215,平田,,,11412,20,399-0015,松本市平田西１６２番地,137.962017,36.191161,0000-00-00,0000-00-00,0,1141203
1141204,1141204,南松本,,,11412,20,390-0826,松本市出川町,137.969505,36.210447,0000-00-00,0000-00-00,0,1141204
1141205,1140901,松本,,,11412,20,390-0815,松本市深志１丁目,137.96445,36.230393,0000-00-00,0000-00-00,0,1141205
1141206,1141206,田沢,,,11412,20,399-8203,安曇野市豊科田沢,137.941029,36.301583,0000-00-00,0000-00-00,0,1141206
1141207,1141207,明科,,,11412,20,399-7102,安曇野市明科中川手,137.929967,36.353948,0000-00-00,0000-00-00,0,1141207
1141208,1141208,西条,,,11412,20,399-7501,東筑摩郡筑北村西条,138.012377,36.400353,0000-00-00,0000-00-00,0,1141208
1141209,1141209,坂北,,,11412,20,399-7601,東筑摩郡筑北村坂北,138.015754,36.430663,0000-00-00,0000-00-00,0,1141209
1141210,1141210,聖高原,,,11412,20,399-7700,東筑摩郡麻績村漆田,138.047603,36.455069,0000-00-00,0000-00-00,0,1141210
1141211,1141211,冠着,,,11412,20,399-7711,東筑摩郡筑北村坂井大野田,138.079223,36.457215,0000-00-00,0000-00-00,0,1141211
1141212,1141212,姨捨,,,11412,20,387-0023,千曲市大字八幡,138.093388,36.502649,0000-00-00,0000-00-00,0,1141212
1141213,1141213,稲荷山,,,11412,20,388-8014,長野市篠ノ井塩崎,138.108061,36.552633,0000-00-00,0000-00-00,0,1141213
1141214,1140301,篠ノ井,,,11412,20,388-8007,長野市篠ノ井布施高田,138.138046,36.5771,0000-00-00,0000-00-00,0,1141214
1141301,1141301,豊橋,,,11413,23,440-0075,豊橋市花田町西宿,137.382128,34.762734,0000-00-00,0000-00-00,0,1141301
1141302,1141302,船町,,,11413,23,440-0071,豊橋市北島町北島,137.374001,34.775809,0000-00-00,0000-00-00,0,1141302
1141303,1141303,下地,,,11413,23,440-0093,豊橋市横須賀町横須賀,137.370612,34.780939,0000-00-00,0000-00-00,0,1141303
1141304,1141304,小坂井,,,11413,23,441-0103,愛知県豊川市小坂井町倉屋敷72,137.363056,34.797544,0000-00-00,0000-00-00,0,1141304
1141305,1141305,牛久保,,,11413,23,442-0826,豊川市牛久保町,137.381671,34.808563,0000-00-00,0000-00-00,0,1141305
1141306,1141306,豊川,,,11413,23,442-0033,豊川市豊川町,137.397157,34.822519,0000-00-00,0000-00-00,0,1141306
1141307,1141307,三河一宮,,,11413,23,441-1231,豊川市一宮町下新切,137.414549,34.847911,0000-00-00,0000-00-00,0,1141307
1141308,1141308,長山,,,11413,23,441-1202,豊川市上長山町西水神平,137.431458,34.864449,0000-00-00,0000-00-00,0,1141308
1141309,1141309,江島,,,11413,23,441-1201,豊川市東上町丸塚,137.441518,34.868029,0000-00-00,0000-00-00,0,1141309
1141310,1141310,東上,,,11413,23,441-1201,豊川市東上町東京寺,137.455236,34.876278,0000-00-00,0000-00-00,0,1141310
1141311,1141311,野田城,,,11413,23,441-1343,新城市野田,137.477861,34.889282,0000-00-00,0000-00-00,0,1141311
1141312,1141312,新城,,,11413,23,441-1377,新城市宮ノ西,137.49304,34.901112,0000-00-00,0000-00-00,0,1141312
1141313,1141313,東新町,,,11413,23,441-1361,新城市平井若杉,137.502928,34.906129,0000-00-00,0000-00-00,0,1141313
1141314,1141314,茶臼山,,,11413,23,441-1302,新城市富永,137.514424,34.910334,0000-00-00,0000-00-00,0,1141314
1141315,1141315,三河東郷,,,11413,23,441-1306,新城市川路,137.527242,34.912224,0000-00-00,0000-00-00,0,1141315
1141316,1141316,大海,,,11413,23,441-1315,新城市大海,137.548682,34.930164,0000-00-00,0000-00-00,0,1141316
1141317,1141317,鳥居,,,11413,23,441-1317,新城市有海,137.551537,34.920834,0000-00-00,0000-00-00,0,1141317
1141318,1141318,長篠城,,,11413,23,441-1634,新城市長篠,137.565,34.92599,0000-00-00,0000-00-00,0,1141318
1141319,1141319,本長篠,,,11413,23,441-1634,新城市長篠,137.576848,34.932664,0000-00-00,0000-00-00,0,1141319
1141320,1141320,三河大野,,,11413,23,441-1632,新城市富栄,137.602987,34.952038,0000-00-00,0000-00-00,0,1141320
1141321,1141321,湯谷温泉,,,11413,23,441-1631,新城市豊岡,137.613026,34.970516,0000-00-00,0000-00-00,0,1141321
1141322,1141322,三河槙原,,,11413,23,441-1631,愛知県新城市豊岡字ドウデイ2,137.621022,34.988589,1923-02-01,0000-00-00,0,1141322
1141323,1141323,柿平,,,11413,23,441-1621,新城市下吉田,137.644048,34.990587,0000-00-00,0000-00-00,0,1141323
1141324,1141324,三河川合,,,11413,23,441-1601,新城市川合,137.663991,35.001722,0000-00-00,0000-00-00,0,1141324
1141325,1141325,池場,,,11413,23,441-1602,新城市池場,137.704066,35.024418,0000-00-00,0000-00-00,0,1141325
1141326,1141326,東栄,,,11413,23,449-0216,北設楽郡東栄町三輪字平栗,137.713812,35.02901,0000-00-00,0000-00-00,0,1141326
1141327,1141327,出馬,,,11413,22,431-3906,浜松市天竜区佐久間町浦川,137.744276,35.049322,0000-00-00,0000-00-00,0,1141327
1141328,1141328,上市場,,,11413,22,431-3906,浜松市天竜区佐久間町浦川,137.752364,35.050202,0000-00-00,0000-00-00,0,1141328
1141329,1141329,浦川,,,11413,22,431-3906,浜松市天竜区佐久間町浦川,137.763608,35.056355,0000-00-00,0000-00-00,0,1141329
1141330,1141330,早瀬,,,11413,22,431-3906,浜松市天竜区佐久間町浦川,137.775126,35.060521,0000-00-00,0000-00-00,0,1141330
1141331,1141331,下川合,,,11413,22,431-3907,浜松市天竜区佐久間町川合,137.786422,35.069321,0000-00-00,0000-00-00,0,1141331
1141332,1141332,中部天竜,,,11413,22,431-3905,浜松市天竜区佐久間町半場,137.802898,35.085283,0000-00-00,0000-00-00,0,1141332
1141333,1141333,佐久間,,,11413,22,431-3901,浜松市天竜区佐久間町佐久間,137.809783,35.091877,0000-00-00,0000-00-00,0,1141333
1141334,1141334,相月,,,11413,22,431-4111,浜松市天竜区佐久間町相月,137.854345,35.114988,0000-00-00,0000-00-00,0,1141334
1141335,1141335,城西,,,11413,22,431-4111,浜松市天竜区佐久間町相月,137.86198,35.131569,0000-00-00,0000-00-00,0,1141335
1141336,1141336,向市場,,,11413,22,431-4102,浜松市天竜区水窪町地頭方,137.869446,35.154067,0000-00-00,0000-00-00,0,1141336
1141337,1141337,水窪,,,11413,22,431-4102,浜松市天竜区水窪町地頭方,137.870501,35.163371,0000-00-00,0000-00-00,0,1141337
1141338,1141338,大嵐,,,11413,22,431-4101,浜松市天竜区水窪町奥領家,137.818509,35.190466,0000-00-00,0000-00-00,0,1141338
1141339,1141339,小和田,,,11413,22,431-4101,浜松市天竜区水窪町奥領家,137.835971,35.209862,0000-00-00,0000-00-00,0,1141339
1141340,1141340,中井侍,,,11413,20,399-1201,下伊那郡天龍村平岡,137.834912,35.235913,0000-00-00,0000-00-00,0,1141340
1141341,1141341,伊那小沢,,,11413,20,399-1201,下伊那郡天龍村平岡,137.834709,35.25406,0000-00-00,0000-00-00,0,1141341
1141342,1141342,鶯巣,,,11413,20,399-1201,下伊那郡天龍村平岡,137.832595,35.267286,0000-00-00,0000-00-00,0,1141342
1141343,1141343,平岡,,,11413,20,399-1201,下伊那郡天龍村平岡,137.853574,35.273652,0000-00-00,0000-00-00,0,1141343
1141344,1141344,為栗,,,11413,20,399-1201,下伊那郡天龍村平岡,137.848503,35.311687,0000-00-00,0000-00-00,0,1141344
1141345,1141345,温田,,,11413,20,399-1801,下伊那郡泰阜村,137.841294,35.336273,0000-00-00,0000-00-00,0,1141345
1141346,1141346,田本,,,11413,20,399-1801,下伊那郡泰阜村田本,137.837922,35.348988,0000-00-00,0000-00-00,0,1141346
1141347,1141347,門島,,,11413,20,399-1801,下伊那郡泰阜村,137.814151,35.375306,0000-00-00,0000-00-00,0,1141347
1141348,1141348,唐笠,,,11413,20,399-1801,下伊那郡泰阜村,137.810254,35.402338,0000-00-00,0000-00-00,0,1141348
1141349,1141349,金野,,,11413,20,399-2223,飯田市千栄,137.817149,35.419128,0000-00-00,0000-00-00,0,1141349
1141350,1141350,千代,,,11413,20,399-2223,飯田市千栄,137.816754,35.428949,0000-00-00,0000-00-00,0,1141350
1141351,1141351,天竜峡,,,11413,20,399-2431,飯田市川路,137.81732,35.441114,0000-00-00,0000-00-00,0,1141351
1141401,1141351,天竜峡,,,11414,20,399-2431,飯田市川路,137.81732,35.441114,0000-00-00,0000-00-00,0,1141401
1141402,1141402,川路,,,11414,20,399-2431,飯田市川路,137.815564,35.452946,0000-00-00,0000-00-00,0,1141402
1141403,1141403,時又,,,11414,20,399-2563,飯田市時又,137.82776,35.46402,0000-00-00,0000-00-00,0,1141403
1141404,1141404,駄科,,,11414,20,399-2561,飯田市駄科,137.839625,35.4754,0000-00-00,0000-00-00,0,1141404
1141405,1141405,毛賀,,,11414,20,395-0813,飯田市毛賀,137.839332,35.487445,0000-00-00,0000-00-00,0,1141405
1141406,1141406,伊那八幡,,,11414,20,395-0000,飯田市松尾,137.84154,35.49683,0000-00-00,0000-00-00,0,1141406
1141407,1141407,下山村,,,11414,20,395-0803,飯田市鼎下山,137.83959,35.50426,0000-00-00,0000-00-00,0,1141407
1141408,1141408,鼎,,,11414,20,395-0801,飯田市鼎中平,137.828383,35.506726,0000-00-00,0000-00-00,0,1141408
1141409,1141409,切石,,,11414,20,395-0807,飯田市鼎切石,137.809098,35.512339,0000-00-00,0000-00-00,0,1141409
1141410,1141410,飯田,,,11414,20,395-0000,飯田市上飯田,137.821244,35.519544,0000-00-00,0000-00-00,0,1141410
1141411,1141411,桜町,,,11414,20,395-0014,飯田市桜町２丁目,137.829601,35.522147,0000-00-00,0000-00-00,0,1141411
1141412,1141412,伊那上郷,,,11414,20,395-0004,飯田市上郷黒田,137.838984,35.520164,0000-00-00,0000-00-00,0,1141412
1141413,1141413,元善光寺,,,11414,20,395-0001,飯田市座光寺,137.861375,35.533843,0000-00-00,0000-00-00,0,1141413
1141414,1141414,下市田,,,11414,20,399-3103,下伊那郡高森町下市田,137.87641,35.544165,0000-00-00,0000-00-00,0,1141414
1141415,1141415,市田,,,11414,20,399-3103,下伊那郡高森町下市田,137.886578,35.549325,0000-00-00,0000-00-00,0,1141415
1141416,1141416,下平,,,11414,20,399-3101,下伊那郡高森町山吹,137.895922,35.572597,0000-00-00,0000-00-00,0,1141416
1141417,1141417,山吹,,,11414,20,399-3101,下伊那郡高森町山吹,137.903282,35.577758,0000-00-00,0000-00-00,0,1141417
1141418,1141418,伊那大島,,,11414,20,399-3303,下伊那郡松川町元大島,137.913222,35.595698,0000-00-00,0000-00-00,0,1141418
1141419,1141419,上片桐,,,11414,20,399-3301,下伊那郡松川町上片桐,137.904064,35.617583,0000-00-00,0000-00-00,0,1141419
1141420,1141420,伊那田島,,,11414,20,399-3802,上伊那郡中川村片桐,137.910338,35.627221,0000-00-00,0000-00-00,0,1141420
1141421,1141421,高遠原,,,11414,20,399-3705,上伊那郡飯島町七久保,137.90055,35.644693,0000-00-00,0000-00-00,0,1141421
1141422,1141422,七久保,,,11414,20,399-3705,上伊那郡飯島町七久保,137.911346,35.654645,0000-00-00,0000-00-00,0,1141422
1141423,1141423,伊那本郷,,,11414,20,399-3704,上伊那郡飯島町本郷,137.93248,35.66543,0000-00-00,0000-00-00,0,1141423
1141424,1141424,飯島,,,11414,20,399-3702,上伊那郡飯島町飯島,137.929004,35.677571,0000-00-00,0000-00-00,0,1141424
1141425,1141425,田切,,,11414,20,399-3701,上伊那郡飯島町田切,137.933092,35.695613,0000-00-00,0000-00-00,0,1141425
1141426,1141426,伊那福岡,,,11414,20,399-4117,駒ヶ根市赤穂,137.93398,35.712233,0000-00-00,0000-00-00,0,1141426
1141427,1141427,小町屋,,,11414,20,399-4117,駒ヶ根市赤穂,137.935207,35.726781,0000-00-00,0000-00-00,0,1141427
1141428,1141428,駒ケ根,,,11414,20,399-4106,長野県駒ヶ根市東町1-1,137.936862,35.736219,0000-00-00,0000-00-00,0,1141428
1141429,1141429,大田切,,,11414,20,399-4117,駒ヶ根市赤穂,137.940159,35.748162,0000-00-00,0000-00-00,0,1141429
1141430,1141430,宮田,,,11414,20,399-4301,上伊那郡宮田村,137.938897,35.76726,0000-00-00,0000-00-00,0,1141430
1141431,1141431,赤木,,,11414,20,399-4431,伊那市西春近,137.943943,35.777887,0000-00-00,0000-00-00,0,1141431
1141432,1141432,沢渡,,,11414,20,399-4431,伊那市西春近,137.944035,35.803681,0000-00-00,0000-00-00,0,1141432
1141433,1141433,下島,,,11414,20,399-4431,長野県伊那市西春近小出島区,137.940055,35.812706,0000-00-00,0000-00-00,0,1141433
1141434,1141434,伊那市,,,11414,20,396-0021,伊那市伊那,137.959196,35.838435,0000-00-00,0000-00-00,0,1141434
1141435,1141435,伊那北,,,11414,20,396-0021,伊那市伊那,137.964368,35.84524,0000-00-00,0000-00-00,0,1141435
1141436,1141436,田畑,,,11414,20,399-4511,上伊那郡南箕輪村松ノ木,137.97781,35.860791,0000-00-00,0000-00-00,0,1141436
1141437,1141437,北殿,,,11414,20,399-4511,上伊那郡南箕輪村,137.984059,35.879377,0000-00-00,0000-00-00,0,1141437
1141438,1141438,木ノ下,,,11414,20,399-4601,上伊那郡箕輪町中箕輪,137.988022,35.900892,0000-00-00,0000-00-00,0,1141438
1141439,1141439,伊那松島,,,11414,20,399-4601,上伊那郡箕輪町中箕輪,137.988647,35.913865,0000-00-00,0000-00-00,0,1141439
1141440,1141440,沢,,,11414,20,399-4601,上伊那郡箕輪町中箕輪,137.985477,35.936385,0000-00-00,0000-00-00,0,1141440
1141441,1141441,羽場,,,11414,20,399-0428,上伊那郡辰野町伊那富,137.985126,35.953094,0000-00-00,0000-00-00,0,1141441
1141442,1141442,伊那新町,,,11414,20,399-0428,上伊那郡辰野町伊那富,137.984056,35.9688,0000-00-00,0000-00-00,0,1141442
1141443,1141443,宮木,,,11414,20,399-0428,上伊那郡辰野町伊那富,137.990509,35.976247,0000-00-00,0000-00-00,0,1141443
1141444,1131150,辰野,,,11414,20,399-0421,上伊那郡辰野町大字辰野,137.997238,35.984565,0000-00-00,0000-00-00,0,1141444
1141501,1141501,米原,,,11415,25,521-0012,米原市米原,136.289992,35.314657,0000-00-00,0000-00-00,0,1141501
1141502,1141502,坂田,,,11415,25,521-0062,米原市宇賀野,136.287743,35.335777,0000-00-00,0000-00-00,0,1141502
1141503,1141503,田村,,,11415,25,526-0829,長浜市田村町,136.281813,35.356307,0000-00-00,0000-00-00,0,1141503
1141504,1141504,長浜,,,11415,25,526-0057,長浜市北船町,136.264901,35.378828,0000-00-00,0000-00-00,0,1141504
1141505,1141505,虎姫,,,11415,25,529-0144,滋賀県長浜市大寺町細田1043,136.257385,35.424539,0000-00-00,0000-00-00,0,1141505
1141506,1141506,河毛,,,11415,25,529-0317,滋賀県長浜市湖北町山脇560,136.249519,35.448425,0000-00-00,0000-00-00,0,1141506
1141507,1141507,高月,,,11415,25,529-0241,滋賀県長浜市高月町落川33-26,136.237716,35.470337,0000-00-00,0000-00-00,0,1141507
1141508,1141508,木ノ本,,,11415,25,529-0425,滋賀県長浜市木之本町木之本1543,136.221706,35.505933,0000-00-00,0000-00-00,0,1141508
1141509,1141509,余呉,,,11415,25,529-0521,滋賀県長浜市余呉町下余呉1727,136.197591,35.53382,0000-00-00,0000-00-00,0,1141509
1141510,1141510,近江塩津,,,11415,25,529-0706,滋賀県長浜市西浅井町余245,136.151236,35.53978,0000-00-00,0000-00-00,0,1141510
1141511,1141511,新疋田,,,11415,18,914-0302,敦賀市疋田,136.100558,35.594239,0000-00-00,0000-00-00,0,1141511
1141512,1141512,敦賀,,,11415,18,914-0055,敦賀市鉄輪町１丁目,136.076488,35.644767,0000-00-00,0000-00-00,0,1141512
1141513,1141513,南今庄,,,11415,18,919-0132,南条郡南越前町南今庄,136.184723,35.757424,0000-00-00,0000-00-00,0,1141513
1141514,1141514,今庄,,,11415,18,919-0131,南条郡南越前町今庄,136.199279,35.772947,0000-00-00,0000-00-00,0,1141514
1141515,1141515,湯尾,,,11415,18,919-0101,南条郡南越前町湯尾,136.193007,35.803251,0000-00-00,0000-00-00,0,1141515
1141516,1141516,南条,,,11415,18,919-0224,南条郡南越前町西大道,136.193391,35.831956,0000-00-00,0000-00-00,0,1141516
1141517,1141517,王子保,,,11415,18,915-0857,越前市四郎丸町,136.165595,35.866259,0000-00-00,0000-00-00,0,1141517
1141518,1141518,武生,,,11415,18,915-0071,越前市府中１丁目,136.170913,35.903254,0000-00-00,0000-00-00,0,1141518
1141519,1141519,鯖江,,,11415,18,916-0053,鯖江市日の出町,136.188852,35.943355,0000-00-00,0000-00-00,0,1141519
1141520,1141520,北鯖江,,,11415,18,916-0038,鯖江市下河端町,136.198452,35.971496,0000-00-00,0000-00-00,0,1141520
1141521,1141521,大土呂,,,11415,18,919-0326,福井市半田町,136.216519,36.010546,0000-00-00,0000-00-00,0,1141521
1141522,1141522,越前花堂,,,11415,18,918-8014,福井市花堂中１丁目１番,136.218073,36.038771,0000-00-00,0000-00-00,0,1141522
1141523,1141523,福井,,,11415,18,910-0006,福井市中央１丁目,136.223516,36.062057,0000-00-00,0000-00-00,0,1141523
1141524,1141524,森田,,,11415,18,910-0151,福井市栄町,136.222516,36.109381,0000-00-00,0000-00-00,0,1141524
1141525,1141525,春江,,,11415,18,919-0449,坂井市春江町中筋,136.228487,36.129004,0000-00-00,0000-00-00,0,1141525
1141526,1141526,丸岡,,,11415,18,919-0522,坂井市坂井町上新庄,136.233502,36.162595,0000-00-00,0000-00-00,0,1141526
1141527,1141527,芦原温泉,,,11415,18,919-0600,あわら市春宮１丁目,136.235069,36.214542,0000-00-00,0000-00-00,0,1141527
1141528,1141528,細呂木,,,11415,18,919-0805,あわら市滝,136.256968,36.24125,0000-00-00,0000-00-00,0,1141528
1141529,1141529,牛ノ谷,,,11415,18,919-0721,あわら市牛ノ谷,136.281618,36.259409,0000-00-00,0000-00-00,0,1141529
1141530,1141530,大聖寺,,,11415,17,922-0842,加賀市熊坂町,136.314205,36.300311,0000-00-00,0000-00-00,0,1141530
1141531,1141531,加賀温泉,,,11415,17,922-0423,加賀市作見町,136.350337,36.320562,0000-00-00,0000-00-00,0,1141531
1141532,1141532,動橋,,,11415,17,922-0331,加賀市動橋町,136.383027,36.328428,0000-00-00,0000-00-00,0,1141532
1141533,1141533,粟津,,,11415,17,923-0302,小松市符津町,136.424544,36.35575,0000-00-00,0000-00-00,0,1141533
1141534,1141534,小松,,,11415,17,923-0921,小松市土居原町,136.452926,36.402545,0000-00-00,0000-00-00,0,1141534
1141535,1141535,明峰,,,11415,17,923-0014,小松市松梨町甲,136.463114,36.425302,0000-00-00,0000-00-00,0,1141535
1141536,1141536,能美根上,,,11415,17,929-0113,能美市大成町,136.459721,36.452053,0000-00-00,0000-00-00,0,1141536
1141537,1141537,小舞子,,,11415,17,929-0217,白山市湊町,136.474925,36.476371,0000-00-00,0000-00-00,0,1141537
1141538,1141538,美川,,,11415,17,929-0224,白山市美川中町,136.489205,36.486001,0000-00-00,0000-00-00,0,1141538
1141539,1141539,加賀笠間,,,11415,17,924-0063,白山市笠間町,136.527434,36.502935,0000-00-00,0000-00-00,0,1141539
1141540,1141540,松任,,,11415,17,924-0022,白山市相木町,136.566205,36.526706,0000-00-00,0000-00-00,0,1141540
1141541,1141541,野々市,,,11415,17,921-8807,石川県野々市市二日市町1-1,136.598044,36.541644,0000-00-00,0000-00-00,0,1141541
1141542,1141542,西金沢,,,11415,17,921-8054,金沢市西金沢１丁目,136.621225,36.553212,0000-00-00,0000-00-00,0,1141542
1141543,1141543,金沢,,,11415,17,920-0023,金沢市北安江町,136.648166,36.578117,0000-00-00,0000-00-00,0,1141543
1141601,1141601,岐阜,,,11416,21,500-8856,岐阜市橋本町１丁目,136.756514,35.409532,0000-00-00,0000-00-00,0,1141601
1141602,1141602,長森,,,11416,21,500-8233,岐阜市蔵前２,136.802981,35.402024,0000-00-00,0000-00-00,0,1141602
1141603,1141603,那加,,,11416,21,504-0966,各務原市那加本町,136.835466,35.400538,0000-00-00,0000-00-00,0,1141603
1141604,1141604,蘇原,,,11416,21,504-0821,各務原市蘇原瑞雲町１丁目,136.871434,35.403167,0000-00-00,0000-00-00,0,1141604
1141605,1141605,各務ケ原,,,11416,21,509-0141,岐阜県各務原市鵜沼各務原町一丁目243,136.901106,35.403812,0000-00-00,0000-00-00,0,1141605
1141606,1141606,鵜沼,,,11416,21,509-0124,各務原市鵜沼山崎町３丁目,136.945122,35.397897,0000-00-00,0000-00-00,0,1141606
1141607,1141607,坂祝,,,11416,21,505-0075,加茂郡坂祝町取組,136.976868,35.426359,0000-00-00,0000-00-00,0,1141607
1141608,1141608,美濃太田,,,11416,21,505-0041,美濃加茂市太田町立石,137.019467,35.445617,0000-00-00,0000-00-00,0,1141608
1141609,1141609,古井,,,11416,21,505-0021,美濃加茂市森山町１丁目,137.047497,35.457295,0000-00-00,0000-00-00,0,1141609
1141610,1141610,中川辺,,,11416,21,509-0304,加茂郡川辺町中川辺,137.065086,35.487143,0000-00-00,0000-00-00,0,1141610
1141611,1141611,下麻生,,,11416,21,509-0302,加茂郡川辺町上川辺,137.087157,35.514973,0000-00-00,0000-00-00,0,1141611
1141612,1141612,上麻生,,,11416,21,509-0401,加茂郡七宗町上麻生,137.11863,35.541293,0000-00-00,0000-00-00,0,1141612
1141613,1141613,白川口,,,11416,21,509-1106,加茂郡白川町坂ノ東下金,137.184824,35.579345,0000-00-00,0000-00-00,0,1141613
1141614,1141614,下油井,,,11416,21,509-1100,加茂郡白川町下油井白山,137.183137,35.633214,0000-00-00,0000-00-00,0,1141614
1141615,1141615,飛騨金山,,,11416,21,509-1614,下呂市金山町大船渡,137.164333,35.662118,0000-00-00,0000-00-00,0,1141615
1141616,1141616,焼石,,,11416,21,509-2133,下呂市和佐,137.200404,35.725763,0000-00-00,0000-00-00,0,1141616
1141617,1141617,下呂,,,11416,21,509-2206,下呂市幸田,137.239778,35.805345,0000-00-00,0000-00-00,0,1141617
1141618,1141618,禅昌寺,,,11416,21,509-2514,下呂市萩原町中呂,137.225184,35.848937,0000-00-00,0000-00-00,0,1141618
1141619,1141619,飛騨萩原,,,11416,21,509-2517,下呂市萩原町萩原,137.213568,35.874766,0000-00-00,0000-00-00,0,1141619
1141620,1141620,上呂,,,11416,21,509-2518,下呂市萩原町上呂,137.204562,35.910717,0000-00-00,0000-00-00,0,1141620
1141621,1141621,飛騨宮田,,,11416,21,509-2511,下呂市萩原町宮田,137.235595,35.928443,0000-00-00,0000-00-00,0,1141621
1141622,1141622,飛騨小坂,,,11416,21,509-3106,下呂市小坂町大島,137.257084,35.950749,0000-00-00,0000-00-00,0,1141622
1141623,1141623,渚,,,11416,21,509-3213,高山市久々野町渚,137.287894,36.001416,0000-00-00,0000-00-00,0,1141623
1141624,1141624,久々野,,,11416,21,509-3205,高山市久々野町久々野,137.276778,36.052273,0000-00-00,0000-00-00,0,1141624
1141625,1141625,飛騨一ノ宮,,,11416,21,509-3505,高山市一之宮町,137.247588,36.08836,0000-00-00,0000-00-00,0,1141625
1141626,1141626,高山,,,11416,21,506-0053,高山市昭和町１丁目,137.251301,36.140574,0000-00-00,0000-00-00,0,1141626
1141627,1141627,上枝,,,11416,21,506-0041,高山市下切町,137.245789,36.18095,0000-00-00,0000-00-00,0,1141627
1141628,1141628,飛騨国府,,,11416,21,509-4119,高山市国府町広瀬町,137.215895,36.211001,0000-00-00,0000-00-00,0,1141628
1141629,1141629,飛騨古川,,,11416,21,509-4225,飛騨市古川町金森町,137.189681,36.236727,0000-00-00,0000-00-00,0,1141629
1141630,1141630,杉崎,,,11416,21,509-4215,飛騨市古川町杉崎,137.168638,36.250003,0000-00-00,0000-00-00,0,1141630
1141631,1141631,飛騨細江,,,11416,21,509-4203,飛騨市古川町大字袈裟丸,137.146029,36.260926,0000-00-00,0000-00-00,0,1141631
1141632,1141632,角川,,,11416,21,509-4302,飛騨市河合町小無雁,137.113223,36.30016,0000-00-00,0000-00-00,0,1141632
1141633,1141633,坂上,,,11416,21,509-4423,飛騨市宮川町林,137.140979,36.327902,0000-00-00,0000-00-00,0,1141633
1141634,1141634,打保,,,11416,21,509-4545,飛騨市宮川町打保,137.181902,36.383737,0000-00-00,0000-00-00,0,1141634
1141635,1141635,杉原,,,11416,21,509-4542,飛騨市宮川町杉原,137.192102,36.415806,0000-00-00,0000-00-00,0,1141635
